;title;date;description;price;keys;path
17;Departamentos Condominio Villa Fratterna;2023-02-23;DEPARTAMENTOS Condominio Villa Fratterna. Es como vivir en un Hotel de *****. vive en comunidad. Supervisión de Obra: Ing. Pablo Soto Quiroga. Cel: 71460400.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamentos-condominio-villa-fratterna/1981068
18;Hermoso Departamento En Venta;2023-02-23;HERMOSO departamento en venta, de 2 dormitorios, edificio Patmos (plaza Cala Cala), trato directo con el propietario. Cel. 77927700.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/hermoso-departamento-en-venta/1981069
19;Lote De Ocasión En;2023-02-23;LOTE De ocasión en venta 259 m2 zona Piñami precio 64 $ celular 62777135;;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/lote-de-ocasion-en/1981077
20;Sobre Avenida Pando Y;2023-02-23;SOBRE AVENIDA PANDO Y PORTALES Hupermall piso 7 departamento amplio 184 m2, 1 garaje, (3 suite) escritorio, 2 patios internos. Anticrético 50.000 $us. documentos al día Ref. 71039425;$us 50 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/sobre-avenida-pando-y/1981097
21;18 000 $us Anticrético;2023-02-23;18,000 $US, Anticrético departamento 2 dormitorios estrenar Lomas Aranjuez 79795225;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/18-000-us-anticretico/1981098
22;De Ocasion Anticrético O;2023-02-23;DE OCASION anticrético o venta departamento de lujo,1 master suite, 2 suites, living comedor, cocina, 4 baños, garaje, área de lavado, balcones, cortinas, lámparas, superficie 180 m2, avenida Portales, zona Queru Queru. Ref. 70344447, 4067474.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/de-ocasion-anticretico-o/1981099
23;Hermosa Casa Para Vivienda;2023-02-23;HERMOSA casa para vivienda y oficina, inmediaciones Cine Center, Cel./WP. 75900145, 530 m2.;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/hermosa-casa-para-vivienda/1981298
24;Departamento Pentohuse Duplex 3;2023-02-23;DEPARTAMENTO pentohuse, duplex, 3 dormitorios, 3 baños, parrillero, jacuzzi, sauna, parqueo, 3 movilidades, WP. 75900145.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamento-pentohuse-duplex-3/1981305
25;Oficina Equipada Gerencia Subgerencia;2023-02-23;OFICINA equipada, gerencia, subgerencia, recibidor, 2 baños, cocineta, 2 garajes, baulera, inmediaciones Prado, WP. 75900145.;;Cochabamba -  Venta -  Oficina;/anuncio/inmuebles/oficina-equipada-gerencia-subgerencia/1981310
26;Local Comercial Salida A;2023-02-23;LOCAL COMERCIAL salida a calle, c/garaje, baño, cocineta, inmediaciones Estadium, Cel./WP. 75900145.;;Cochabamba -  Venta -  Local Comercial;/anuncio/inmuebles/local-comercial-salida/1981311
27;Vendo Edificio 4 Departamentos;2023-02-23;VENDO edificio, 4 departamentos, 156 m2, c/uno, 3 garajes, área social, Frutillar, 420.000 $us. 70774400.;;Cochabamba -  Venta -  Edificios;/anuncio/inmuebles/vendo-edificio-4-departamentos/1981312
28;Alquiler Departamento Junín Reza;2023-02-23;ALQUILER departamento, Junín, Reza, 3 dormitorios, 2.200 Bs. dependencias, garaje, patio, 2 baños, whatsapp. 76933557, 4522525.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquiler-departamento-junin-reza/1981316
29;Alquilo Departamentos 3 Dormitorios;2023-02-23;ALQUILO departamentos, 3 dormitorios, dependencias completas, garaje, 4ta, 5ta planta, 330 $us, zona Hipermaxi, Juan de la Rosa. 4246859, 70774400.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquilo-departamentos-3-dormitorios/1981317
30;1 100 Bs Cruce;2023-02-23;1.100 BS. Cruce Taquiña garzonier alquiler planta baja 1 dormitorio c/roperos empotrados dependencias completas 77994624;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-100-bs-cruce/1981318
31;1 500 Bs Cruce;2023-02-23;1.500 BS. Cruce Taquiña departamento alquiler 2 dormitorios +roperos empotrados dependencias garaje moto 77994624 Whatsapp;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-500-bs-cruce/1981319
32;Departamento 210 $us 2;2023-02-23;DEPARTAMENTO 210 $us, 2 dormitorios, living, cocina, familia reducida, Ladislao Cabrera 562 casi Lanza. 70772020.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/departamento-210-us-2/1981320
33;Sobre Avenida Pando Y;2023-02-23;SOBRE AVENIDA PANDO Y PORTALES Hupermall piso 7 departamento amplio 184 m2, 1 garaje, (3 suite) escritorio, 2 patios internos. Anticrético 50.000 $us. documentos al día Ref. 71039425;$us 50 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/sobre-avenida-pando-y/1981097
34;18 000 $us Anticrético;2023-02-23;18,000 $US, Anticrético departamento 2 dormitorios estrenar Lomas Aranjuez 79795225;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/18-000-us-anticretico/1981098
35;De Ocasion Anticrético O;2023-02-23;DE OCASION anticrético o venta departamento de lujo,1 master suite, 2 suites, living comedor, cocina, 4 baños, garaje, área de lavado, balcones, cortinas, lámparas, superficie 180 m2, avenida Portales, zona Queru Queru. Ref. 70344447, 4067474.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/de-ocasion-anticretico-o/1981099
36;Hermosa Casa Para Vivienda;2023-02-23;HERMOSA casa para vivienda y oficina, inmediaciones Cine Center, Cel./WP. 75900145, 530 m2.;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/hermosa-casa-para-vivienda/1981298
37;Departamento Pentohuse Duplex 3;2023-02-23;DEPARTAMENTO pentohuse, duplex, 3 dormitorios, 3 baños, parrillero, jacuzzi, sauna, parqueo, 3 movilidades, WP. 75900145.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamento-pentohuse-duplex-3/1981305
38;Oficina Equipada Gerencia Subgerencia;2023-02-23;OFICINA equipada, gerencia, subgerencia, recibidor, 2 baños, cocineta, 2 garajes, baulera, inmediaciones Prado, WP. 75900145.;;Cochabamba -  Venta -  Oficina;/anuncio/inmuebles/oficina-equipada-gerencia-subgerencia/1981310
39;Local Comercial Salida A;2023-02-23;LOCAL COMERCIAL salida a calle, c/garaje, baño, cocineta, inmediaciones Estadium, Cel./WP. 75900145.;;Cochabamba -  Venta -  Local Comercial;/anuncio/inmuebles/local-comercial-salida/1981311
40;Vendo Edificio 4 Departamentos;2023-02-23;VENDO edificio, 4 departamentos, 156 m2, c/uno, 3 garajes, área social, Frutillar, 420.000 $us. 70774400.;;Cochabamba -  Venta -  Edificios;/anuncio/inmuebles/vendo-edificio-4-departamentos/1981312
41;Alquiler Departamento Junín Reza;2023-02-23;ALQUILER departamento, Junín, Reza, 3 dormitorios, 2.200 Bs. dependencias, garaje, patio, 2 baños, whatsapp. 76933557, 4522525.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquiler-departamento-junin-reza/1981316
42;Alquilo Departamentos 3 Dormitorios;2023-02-23;ALQUILO departamentos, 3 dormitorios, dependencias completas, garaje, 4ta, 5ta planta, 330 $us, zona Hipermaxi, Juan de la Rosa. 4246859, 70774400.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquilo-departamentos-3-dormitorios/1981317
43;1 100 Bs Cruce;2023-02-23;1.100 BS. Cruce Taquiña garzonier alquiler planta baja 1 dormitorio c/roperos empotrados dependencias completas 77994624;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-100-bs-cruce/1981318
44;1 500 Bs Cruce;2023-02-23;1.500 BS. Cruce Taquiña departamento alquiler 2 dormitorios +roperos empotrados dependencias garaje moto 77994624 Whatsapp;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-500-bs-cruce/1981319
45;Departamento 210 $us 2;2023-02-23;DEPARTAMENTO 210 $us, 2 dormitorios, living, cocina, familia reducida, Ladislao Cabrera 562 casi Lanza. 70772020.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/departamento-210-us-2/1981320
46;Sobre Avenida Pando Y;2023-02-23;SOBRE AVENIDA PANDO Y PORTALES Hupermall piso 7 departamento amplio 184 m2, 1 garaje, (3 suite) escritorio, 2 patios internos. Anticrético 50.000 $us. documentos al día Ref. 71039425;$us 50 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/sobre-avenida-pando-y/1981097
47;18 000 $us Anticrético;2023-02-23;18,000 $US, Anticrético departamento 2 dormitorios estrenar Lomas Aranjuez 79795225;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/18-000-us-anticretico/1981098
48;De Ocasion Anticrético O;2023-02-23;DE OCASION anticrético o venta departamento de lujo,1 master suite, 2 suites, living comedor, cocina, 4 baños, garaje, área de lavado, balcones, cortinas, lámparas, superficie 180 m2, avenida Portales, zona Queru Queru. Ref. 70344447, 4067474.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/de-ocasion-anticretico-o/1981099
49;Hermosa Casa Para Vivienda;2023-02-23;HERMOSA casa para vivienda y oficina, inmediaciones Cine Center, Cel./WP. 75900145, 530 m2.;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/hermosa-casa-para-vivienda/1981298
50;Departamento Pentohuse Duplex 3;2023-02-23;DEPARTAMENTO pentohuse, duplex, 3 dormitorios, 3 baños, parrillero, jacuzzi, sauna, parqueo, 3 movilidades, WP. 75900145.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamento-pentohuse-duplex-3/1981305
51;Oficina Equipada Gerencia Subgerencia;2023-02-23;OFICINA equipada, gerencia, subgerencia, recibidor, 2 baños, cocineta, 2 garajes, baulera, inmediaciones Prado, WP. 75900145.;;Cochabamba -  Venta -  Oficina;/anuncio/inmuebles/oficina-equipada-gerencia-subgerencia/1981310
52;Local Comercial Salida A;2023-02-23;LOCAL COMERCIAL salida a calle, c/garaje, baño, cocineta, inmediaciones Estadium, Cel./WP. 75900145.;;Cochabamba -  Venta -  Local Comercial;/anuncio/inmuebles/local-comercial-salida/1981311
53;Vendo Edificio 4 Departamentos;2023-02-23;VENDO edificio, 4 departamentos, 156 m2, c/uno, 3 garajes, área social, Frutillar, 420.000 $us. 70774400.;;Cochabamba -  Venta -  Edificios;/anuncio/inmuebles/vendo-edificio-4-departamentos/1981312
54;Alquiler Departamento Junín Reza;2023-02-23;ALQUILER departamento, Junín, Reza, 3 dormitorios, 2.200 Bs. dependencias, garaje, patio, 2 baños, whatsapp. 76933557, 4522525.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquiler-departamento-junin-reza/1981316
55;Alquilo Departamentos 3 Dormitorios;2023-02-23;ALQUILO departamentos, 3 dormitorios, dependencias completas, garaje, 4ta, 5ta planta, 330 $us, zona Hipermaxi, Juan de la Rosa. 4246859, 70774400.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquilo-departamentos-3-dormitorios/1981317
56;1 100 Bs Cruce;2023-02-23;1.100 BS. Cruce Taquiña garzonier alquiler planta baja 1 dormitorio c/roperos empotrados dependencias completas 77994624;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-100-bs-cruce/1981318
57;1 500 Bs Cruce;2023-02-23;1.500 BS. Cruce Taquiña departamento alquiler 2 dormitorios +roperos empotrados dependencias garaje moto 77994624 Whatsapp;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-500-bs-cruce/1981319
58;Departamento 210 $us 2;2023-02-23;DEPARTAMENTO 210 $us, 2 dormitorios, living, cocina, familia reducida, Ladislao Cabrera 562 casi Lanza. 70772020.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/departamento-210-us-2/1981320
59;Sobre Avenida Pando Y;2023-02-23;SOBRE AVENIDA PANDO Y PORTALES Hupermall piso 7 departamento amplio 184 m2, 1 garaje, (3 suite) escritorio, 2 patios internos. Anticrético 50.000 $us. documentos al día Ref. 71039425;$us 50 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/sobre-avenida-pando-y/1981097
60;18 000 $us Anticrético;2023-02-23;18,000 $US, Anticrético departamento 2 dormitorios estrenar Lomas Aranjuez 79795225;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/18-000-us-anticretico/1981098
61;De Ocasion Anticrético O;2023-02-23;DE OCASION anticrético o venta departamento de lujo,1 master suite, 2 suites, living comedor, cocina, 4 baños, garaje, área de lavado, balcones, cortinas, lámparas, superficie 180 m2, avenida Portales, zona Queru Queru. Ref. 70344447, 4067474.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/de-ocasion-anticretico-o/1981099
62;Hermosa Casa Para Vivienda;2023-02-23;HERMOSA casa para vivienda y oficina, inmediaciones Cine Center, Cel./WP. 75900145, 530 m2.;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/hermosa-casa-para-vivienda/1981298
63;Departamento Pentohuse Duplex 3;2023-02-23;DEPARTAMENTO pentohuse, duplex, 3 dormitorios, 3 baños, parrillero, jacuzzi, sauna, parqueo, 3 movilidades, WP. 75900145.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamento-pentohuse-duplex-3/1981305
64;Oficina Equipada Gerencia Subgerencia;2023-02-23;OFICINA equipada, gerencia, subgerencia, recibidor, 2 baños, cocineta, 2 garajes, baulera, inmediaciones Prado, WP. 75900145.;;Cochabamba -  Venta -  Oficina;/anuncio/inmuebles/oficina-equipada-gerencia-subgerencia/1981310
65;Local Comercial Salida A;2023-02-23;LOCAL COMERCIAL salida a calle, c/garaje, baño, cocineta, inmediaciones Estadium, Cel./WP. 75900145.;;Cochabamba -  Venta -  Local Comercial;/anuncio/inmuebles/local-comercial-salida/1981311
66;Vendo Edificio 4 Departamentos;2023-02-23;VENDO edificio, 4 departamentos, 156 m2, c/uno, 3 garajes, área social, Frutillar, 420.000 $us. 70774400.;;Cochabamba -  Venta -  Edificios;/anuncio/inmuebles/vendo-edificio-4-departamentos/1981312
67;Alquiler Departamento Junín Reza;2023-02-23;ALQUILER departamento, Junín, Reza, 3 dormitorios, 2.200 Bs. dependencias, garaje, patio, 2 baños, whatsapp. 76933557, 4522525.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquiler-departamento-junin-reza/1981316
68;Alquilo Departamentos 3 Dormitorios;2023-02-23;ALQUILO departamentos, 3 dormitorios, dependencias completas, garaje, 4ta, 5ta planta, 330 $us, zona Hipermaxi, Juan de la Rosa. 4246859, 70774400.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquilo-departamentos-3-dormitorios/1981317
69;1 100 Bs Cruce;2023-02-23;1.100 BS. Cruce Taquiña garzonier alquiler planta baja 1 dormitorio c/roperos empotrados dependencias completas 77994624;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-100-bs-cruce/1981318
70;1 500 Bs Cruce;2023-02-23;1.500 BS. Cruce Taquiña departamento alquiler 2 dormitorios +roperos empotrados dependencias garaje moto 77994624 Whatsapp;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-500-bs-cruce/1981319
71;Departamento 210 $us 2;2023-02-23;DEPARTAMENTO 210 $us, 2 dormitorios, living, cocina, familia reducida, Ladislao Cabrera 562 casi Lanza. 70772020.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/departamento-210-us-2/1981320
72;Propietario Alquila Un Departamento;2023-02-23;PROPIETARIO  Alquila un departamento de dos dormitorios cerca a EPI Norte 70733482 4474673;$us 2 300;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/propietario-alquila-un-departamento/1981321
73;Propietario Alquila Tienda Y;2023-02-23;PROPIETARIO alquila tienda y trastienda, c/baño privado, zona central, whatsapp. 77905475.;;Cochabamba -  Alquiler -  Local Comercial;/anuncio/inmuebles/propietario-alquila-tienda-y/1981323
74;Casa Anticrético 2 Dormitorios;2023-02-23;CASA anticrético, 2 dormitorios, Villa Taquiña. Cel. 69458780.;;Cochabamba -  Anticrético -  Casa / Chalet;/anuncio/inmuebles/casa-anticretico-2-dormitorios/1981326
75;Departamento En Anticrético En;2023-02-23;DEPARTAMENTO en anticrético, en edificio San Pedro de Alcantara, Av. Melchor Perez de Holguín 1480, consta de 3 dormitorios, 1 en suite, 3 baños, sala, comedor, cocina, despensa, sala de lavado, baulera y garaje, sin hipoteca. Cel. 71019743.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/departamento-en-anticretico-en/1981327
76;Anticretico Departamento 3 Dormitorios;2023-02-23;ANTICRETICO departamento, 3 dormitorios, 2 baños, cocina, living comedor, todo amoblado, parqueo, whatsapp. 67489177.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/anticretico-departamento-3-dormitorios/1981329
77;25 000 $us Estrenar;2023-02-23;25.000 $US. Estrenar departamento anticrético 3 dormitorios (1 en suite) gas calefón roperos cocina empotrada garaje Beijing Tadeo Haenke 77994624 Whatsapp;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/25-000-us-estrenar/1981333
78;85 000 $us Departamento;2023-02-22;85.000 $US departamento en anticrético, 1 dormitorio, sala, cocina y baño, zona norte. 75984046, 74571393, 4470200.;$us 85 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/85-000-us-departamento/1978634
79;Doy 2 Cuartos En;2023-02-22;DOY 2 CUARTOS en anticrético, baño independiente, patio grande y lavandería (zona norte, Melchor Perez y Kausillo). Ref. 75499396, 78306074.;;Cochabamba -  Anticrético -  Habitación;/anuncio/inmuebles/doy-2-cuartos-en/1978638
80;Dueño Vende Casa Como;2023-02-22;DUEñO vende casa como terreno, barrio periodista, América oeste, 270 mts, $us 145.000. 4422244, 69455890.;$us 145 000;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/dueno-vende-casa-como/1979222
81;Dueño Vende En Canarrancho;2023-02-22;DUEñO VENDE en Canarrancho, zona Santiaguilla, hay un mercadito, 2 chalets, a estrenar, amoblados, Sup. 198 m2, c/u y 3 lotes, 2 de 500 m2 y 400 m2, con 2 frentes, Av. Santa cruz y calle Innominada, documentos al día, acepto financiamiento. 75921115, 78348239.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/dueno-vende-en-canarrancho/1979301
82;Vendo Departamento América Casi;2023-02-22;VENDO Departamento América casi libertador 90 mts 3 dormitorios 2 baños sin garaje. Cel 70744006;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/vendo-departamento-america-casi/1979304
83;Propietario Vende Lotes En;2023-02-22;PROPIETARIO Vende lotes en urbanización zona Coña Coña Colcapirhua de 250 a 400 m2 con documentos en orden precios económicos Ref. 67498340;;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/propietario-vende-lotes-en/1979359
84;Vendo Lote De 145;2023-02-22;VENDO Lote de 145 m2 cerca Stadium y Caja CORDES. Referencia 70342614;;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/vendo-lote-de-145/1979372
85;Lote De 237 M2;2023-02-22;LOTE de 237 m2, sobre Av. Chapare. Ref. 69530114.;;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/lote-de-237-m2/1979373
86;Lote $us 75 000;2023-02-22;LOTE $us 75.000, 305.91 m2, zona norte, Candelaria, todos los servicios, propietario. 69807425, en esquina.;$us 75 000;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/lote-us-75-000/1979374
87;Propietario Vende Lote Con;2023-02-22;PROPIETARIO vende lote, con construcción antigua, 315.57 m2, zona Sarco, c/Araona y Yura care, frente Universidad Domingo Savio. Ref. 76936053, 71712450, 71712333.;;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/propietario-vende-lote-con/1979375
88;Dueña Alquila Departamentos Amplios;2023-02-22;DUEñA alquila departamentos amplios, de 2 o 3 habitaciones, totalmente independiente. Cel. 62994992.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/duena-alquila-departamentos-amplios/1979488
89;Parque Demetrio Canelas Bonito;2023-02-22;PARQUE DEMETRIO CANELAS Bonito departamento, en alquiler, 4 dormitorios, living comedor, cocina, baño, garaje. Cel. 74307647.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/parque-demetrio-canelas-bonito/1979505
90;Alquiler O Anticrético Monoambiente;2023-02-22;ALQUILER o anticrético, monoambiente (2 personas), en la Lanza y Brasil. Ref. 70352246.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquiler-o-anticretico-monoambiente/1979542
91;Casita De 2 Habitaciones;2023-02-22;CASITA de 2 habitaciones y dependencias, sobre Av. Chapare. Ref. 69530114.;;Cochabamba -  Anticrético -  Casa / Chalet;/anuncio/inmuebles/casita-de-2-habitaciones/1979619
92;Casita De 3 Habitaciones;2023-02-22;CASITA de 3 habitaciones y dependencias, sobre Av. Chapare. Ref. 69530114.;;Cochabamba -  Anticrético -  Casa / Chalet;/anuncio/inmuebles/casita-de-3-habitaciones/1979620
93;Anticretico Local Comercial Independiente;2023-02-22;ANTICRETICO Local comercial independiente por estrenar, 70 mts2. Anìbal Capriles, 530 frente, plaza Incacollo, Muyurina. 70717160, 4230435;;Cochabamba -  Anticrético -  Local Comercial;/anuncio/inmuebles/anticretico-local-comercial-independiente/1979696
94;Hermosa Casa Para Vivienda;2023-02-22;HERMOSA casa para vivienda u oficina, inmediaciones Cine Center, Cel./WP. 75900145, 530 m2.;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/hermosa-casa-para-vivienda/1980844
95;Departamento Penthouse Duplex 3;2023-02-22;DEPARTAMENTO penthouse duplex, 3 dormitorios, 3 baños, parrillero, jacuzzi, sauna, parqueo, 3 movilidades. WP. 75900145.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamento-penthouse-duplex-3/1980853
96;Oficina Equipada Gerencia Subgerencia;2023-02-22;OFICINA equipada, gerencia, subgerencia, recibidor, 2 baños, cocineta, 2 garajes, baulera, inmediaciones Prado WP. 75900145.;;Cochabamba -  Venta -  Oficina;/anuncio/inmuebles/oficina-equipada-gerencia-subgerencia/1980859
97;Local Comercial Salida A;2023-02-22;LOCAL COMERCIAL salida a calle, c/garaje, baño, cocineta, inmediaciones Estadium, Cel. WP. 75900145.;;Cochabamba -  Venta -  Local Comercial;/anuncio/inmuebles/local-comercial-salida/1980861
