;title;date;description;price;keys;path
28;Dueño Vende Edificio 3;2023-02-30;DUEñO vende edificio, 3 niveles, zona Pacata baja, 360 m2, se acepta como cuenta de pago, departamentos. Cel. 75936288.;;Cochabamba -  Venta -  Edificios;/anuncio/inmuebles/dueno-vende-edificio-3/1983831
29;Se Alquila Un Departamento;2023-02-30;SE ALQUILA un departamento, una suite, 2 dormitorios, dependencias y una tienda, calle Grover Suarez entre Av. Chaco y Arquimides. Ref. Telf. 71705709, 71715773.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/se-alquila-un-departamento/1983834
30;1 800 Bs Mercado;2023-02-30;1.800 BS. Mercado 10 de Febrero Simón López departamento alquiler 3 dormitorios escritorio dependencias + garaje independiente  77994624;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-800-bs-mercado/1983835
31;Parque Demetrio Canleas Departamento;2023-02-30;PARQUE DEMETRIO CANLEAS departamento bonito, en alquiler, 3 dormitorios, escritorio, comedor, cocina, baño, garaje. Cel. 74307647.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/parque-demetrio-canleas-departamento/1983836
32;1 500 Bs Cruce;2023-02-30;1.500 BS. Cruce Taquiña pasos rotonda departamento alquiler 2 dormitorios roperos empotrados garaje moto  patio 77994624;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-500-bs-cruce/1983837
33;1 000 Bs Benjo;2023-02-30;1.000 BS. Benjo Cruz Condebamba independiente garzonier pareja +patio pequeño 1 dormitorio garaje opcional 77994624;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-000-bs-benjo/1983838
34;En Alquiler 2 Habitaciones;2023-02-30;EN ALQUILER 2 habitaciones, (opción una), con baño, cocina independiente, a pequeña familia, con un hijito, Chimba. Fono: 72283019.;;Cochabamba -  Alquiler -  Habitación;/anuncio/inmuebles/en-alquiler-2-habitaciones/1983842
35;Alquilo Habitaciones Zona Umss;2023-02-30;ALQUILO habitaciones, zona UMSS, facultad Medicina, Odontología, 400 Bs. para estudiantes o persona sola. 79368609.;;Cochabamba -  Alquiler -  Habitación;/anuncio/inmuebles/alquilo-habitaciones-zona-umss/1983843
36;Departamentos En Anticrético Independientes;2023-02-30;DEPARTAMENTOS En anticrético independientes Av. Panamericana, villa Israel (zona sud). Ref.: 76930900, 73190888,  75644396. Al frente del supermercado “EMAPA”.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/departamentos-en-anticretico-independientes/1983847
37;Bonito Departamento 130 M2;2023-02-30;BONITO departamento, 130 m2, (registrable Derechos reales), Av. Pando (3 cuadras norte de parque Fidel Anze), 3 dormitorios, dependencias, garaje, anticrético, $us 33.000. Ref. 72720474.;$us 33 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/bonito-departamento-130-m2/1983848
38;Urbanizacion Bella Vista Cochabamba;2023-02-29;URBANIZACION BELLA VISTA Cochabamba, hermosa casa, estilo vanguardista, detalles. Telèfono 65244969;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/urbanizacion-bella-vista-cochabamba/1978821
39;Lote $us 75 000;2023-02-29;LOTE $us 75.000, 305.91 m2, zona norte, Candelaria, todos los servicios, propietario. 69807425, en esquina.;$us 75 000;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/lote-us-75-000/1979374
40;Vendo Casa Por Motivo;2023-02-29;VENDO Casa por motivo viaje, en zona comercial, Av. Pulacayo, cerca mercado la pampa 79385089;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/vendo-casa-por-motivo/1981941
41;Propietario Vende Departamento De;2023-02-29;PROPIETARIO vende departamento de 3 dormitorios al lado del IC Norte, c/baulera y garaje. Ref. 76002822, 75444499.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/propietario-vende-departamento-de/1982031
42;Vendo Departamento América Casi;2023-02-29;VENDO Departamento América casi libertador 90 mts 3 dormitorios 2 baños sin garaje. Cel 70744006;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/vendo-departamento-america-casi/1982033
43;Alquilo Departamentos 2 3;2023-02-29;ALQUILO departamentos, 2, 3 dormitorios, dependencias, Ladislao Cabrera oeste. 71705162, 64846755.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquilo-departamentos-2-3/1982198
44;Departamentos Condominio Ubuntu A;2023-02-29;DEPARTAMENTOS  Condominio Ubuntu. A 3 cuadras de la Plaza de Cala - Cala. Torre de 25 pisos de entrega inmediata. Supervisión de Obra: Ing. Pablo Soto Quiroga. Cel: 71460400. Últimos Departamentos.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamentos-condominio-ubuntu/1981066
45;Departamentos Condominio Oomoto En;2023-02-29;DEPARTAMENTOS Condominio Oomoto. En Tiquipaya próximo al Colegio Tiquipaya. Más de 1 Hectárea de áreas comunes: 3 piscinas atemperadas, cabañas de churrasqueros, gimnasio y campos deportivos. Supervisión de Obra: Ing. Pablo Soto Quiroga. Cel: 71460400.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamentos-condominio-oomoto-en/1981067
46;Departamentos Condominio Villa Fratterna;2023-02-29;DEPARTAMENTOS Condominio Villa Fratterna. Es como vivir en un Hotel de *****. vive en comunidad. Supervisión de Obra: Ing. Pablo Soto Quiroga. Cel: 71460400.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/departamentos-condominio-villa-fratterna/1981068
47;Hermoso Departamento En Venta;2023-02-29;HERMOSO departamento en venta, de 2 dormitorios, edificio Patmos (plaza Cala Cala), trato directo con el propietario. Cel. 77927700.;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/hermoso-departamento-en-venta/1981069
48;Alquiler Casa Con Todas;2023-02-29;ALQUILER casa, con todas las dependencias, Av. Costanera, parque de la Familia. 71734494.;;Cochabamba -  Alquiler -  Casa / Chalet;/anuncio/inmuebles/alquiler-casa-con-todas/1981082
49;Plaza 10 Sobre Av;2023-02-29;PLAZA 10 Sobre Av. Ayacucho y Heroínas, entre Gral. Achá, planta baja, en alquiler, últimos locales comerciales, primer piso, en alquiler, último local gastronómico. Ref. 6394154, 67518751.(*);;Cochabamba -  Alquiler -  Local Comercial;/anuncio/inmuebles/plaza-10-sobre-av/1982321
50;Oportunidad De Inversion Lotes;2023-02-29;OPORTUNIDAD DE INVERSION Lotes cerca a nueva terminal, con grandes proyectos quedan pocos Whatsaap 75906701;;Cochabamba -  Venta -  Lote / Terreno;/anuncio/inmuebles/oportunidad-de-inversion-lotes/1983604
51;Propietario Alquila En La;2023-02-29;PROPIETARIO  Alquila en la zona más exclusiva de Cochabamba, departamento residencial, panorámico y amoblado en el Parque Fidel Anze, 1 dormitorio en suite, 2 dormitorios, living/comedor, 1 cocina, 1 baño común, balcones grandes. Lavandería y parqueo. Facturable. Tel. 76912858;$us 0;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/propietario-alquila-en-la/1983640
52;Propietario Alquila Departamentos Residenciales;2023-02-29;PROPIETARIO  Alquila departamentos residenciales y amoblados, 1 o 2 dormitorios, living/comedor, cocina, baño y parqueo. Contratos anuales, semestrales, mensuales y diarios. Facturables. Zona Prado y Cine Center. Tel. 76912858;$us 0;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/propietario-alquila-departamentos-residenciales/1983641
53;Alquilo Habitación Planta Baja;2023-02-29;ALQUILO habitación, planta baja, Bs. 400, Villa de Oropeza entre Avda. d'Orbigny y Excombatientes. 63868840.;;Cochabamba -  Alquiler -  Habitación;/anuncio/inmuebles/alquilo-habitacion-planta-baja/1983643
54;13 900 $us Monoambientes;2023-02-28;13.900 $US monoambientes, 35.000 $us, departamentos, preventa, frente iglesia Cala Cala. 79786019.;$us 13 900;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/13-900-us-monoambientes/1976080
55;En Alquiler Oficinas Departamento;2023-02-28;EN ALQUILER oficinas, departamento y cuartos, Ref. al 74565600, calle Ladislao Cabrera y San Martín, pleno centro.;;Cochabamba -  Alquiler -  Oficina;/anuncio/inmuebles/en-alquiler-oficinas-departamento/1979559
56;Casa En Venta Av;2023-02-28;CASA en venta, Av. Barrientos, Y. Yacuiba Nro 0546, zona centro, una cuadra de la parada de taxis a Cliza y transporte, P. Baja, baño, cocina 3 cuartos amplios, 1 piso, sala comedor, cocina, baño, 2 cuartos, garaje, 2do piso, 3 dormitorios, baño, 180.000 $us. Cel. 76383618, Sup. 221 mts.;$us 180 000;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/casa-en-venta-av/1981523
57;Casa En Anticrético Consta;2023-02-28;CASA en anticrético, consta de 3 apartamentos en cada planta, independiente, con garaje, jardín y patio amplio, apto para restaurante, consta de 500 m2, ubicado en pacata Baja, Villa Barrientos, calle Monte Alegre, llame. 65614608.;;Cochabamba -  Anticrético -  Casa / Chalet;/anuncio/inmuebles/casa-en-anticretico-consta/1981570
58;DueÑo Vende Casa En;2023-02-28;DUEÑO Vende casa en la avenida “Aroma” con superficie 315 m2, Tel. 71403509.;;Cochabamba -  Venta -  Casa / Chalet;/anuncio/inmuebles/dueno-vende-casa-en/1981943
59;Alquilo Departamento Cerca El;2023-02-28;ALQUILO Departamento cerca el castillo fono: 4720487, 4720861, 77453087.;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/alquilo-departamento-cerca-el/1982229
60;En Alquiler Consultorio Dental;2023-02-28;EN ALQUILER consultorio dental, equipado, pacata Baja. Cel. 79735978.;;Cochabamba -  Alquiler -  Oficina;/anuncio/inmuebles/en-alquiler-consultorio-dental/1982313
61;Anticretico Departamento 3 Dormitorios;2023-02-28;ANTICRETICO Departamento, 3 dormitorios, 2 baños, boxer, living, comedor, cocina, cajonería, lavandería, garaje, urbanización PIL. 72717858.;;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/anticretico-departamento-3-dormitorios/1982400
62;2 200 Bs Av;2023-02-28;2.200 BS. Av. Santa Cruz A. Padilla Bata departamento alquiler, 4   dormitorios +dependencias, garaje. 77994624;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/2-200-bs-av/1983447
63;1 100 Bs Cruce;2023-02-28;1.100 BS. Cruce Taquiña rotonda garzonier planta baja alquiler 1   dormitorio, roperos empotrados, patio. 77994624;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-100-bs-cruce/1983448
64;1 800 Bs Mercado;2023-02-28;1.800 BS. Mercado 10 de Febrero Simón López departamento alquiler 4 dormitorios garaje 77994624 Whatsapp;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/1-800-bs-mercado/1983449
65;2 100 Bs Beijing;2023-02-28;2.100 BS. Beijing Tadeo Haenke Estrenar departamento c/ascensor alquiler 3 dormitorios calefón garaje 77994624 Whatsapp;;Cochabamba -  Alquiler -  Departamento;/anuncio/inmuebles/2-100-bs-beijing/1983450
66;Casa En Anticrético Chalet;2023-02-28;CASA En anticrético (chalet) 900 m2, construcción 280 m2 precio 80.000   $us. ubicado zona Quintanilla a una cuadra de la avenida, teléfono: 62996562;$us 80 000;Cochabamba -  Anticrético -  Casa / Chalet;/anuncio/inmuebles/casa-en-anticretico-chalet/1983454
67;Vendo Departamento Av Ballivián;2023-02-27;Vendo departamento Av Ballivián a pasos de plaza Colón, dos dormitorios, y dependencias, 87 mt superficie. Ref: WhatsApp 76027275;;Cochabamba -  Venta -  Departamento;/anuncio/inmuebles/vendo-departamento-av-ballivian/1983226
68;25000 $ Departamento Anticrético;2023-02-27;25000 $ Departamento Anticrético 4 Dormitorios y Dependencias Av. Blanco Galindo Km 8. Referencias: 67525286;$us 25 000;Cochabamba -  Anticrético -  Departamento;/anuncio/inmuebles/25000-departamento-anticretico/1983225
